Ref_ID,Cross_Ref_ID,Title,Authors,Year,Journal,Volume,Start_page,End_page,PubMed,Comment,Tissue_processing,Start_material,Prescreening,Material_sequenced,exon2,exon3,exon4,exon5,exon6,exon7,exon8,exon9,exon10,exon11,Exclude_analysis,WGS_WXS
78,,p53 is frequently mutated in Burkitt's lymphoma cell lines,Farrell PJ;Allan GJ;Shanahan F;Vousden KH;Crook T;,1991,EMBO J,10,2879,2887,0001915267,,fixed,RNA,none,direct,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,No
79,,Narrow spectrum of infrequent p53 mutations and absence of MDM2 amplification in Ewing tumours,Kovar H;Auinger A;Jug G;Aryee D;Zoubek A;Salzer-Kuntschik M;Gadner H;,1993,Oncogene,8,2683,2690,0008378080,,,DNA,SSCP,direct,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
80,,Expression of mutated p53 occurs in tumor-distant epithelia of head and neck cancer patients: a possible molecular basis for the development of multiple tumors,Nees M;Homann N;Discher H;Andl T;Enders C;Herold-Mende C;Schuhmann A;Bosch FX;,1993,Cancer Res,53,4189,4196,0008364914,,frozen,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
81,,Ultraviolet-specific mutations in p53 gene in skin tumors in xeroderma pigmentosum patients,Sato M;Nishigori C;Zghal M;Yagi T;Takebe H;,1993,Cancer Res,53,2944,2946,0008319200,,fixed,DNA,SSCP,direct,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
82,,Chromosome 17p deletions and p53 mutations in renal cell carcinoma,Reiter RE;Anglard P;Liu S;Gnarra JR;Linehan WM;,1993,Cancer Res,53,3092,3097,0008319216,,,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
83,,Genetic alteration of p53 in some patients with adult T-cell leukemia,Nagai H;Kinoshita T;Imamura J;Murakami Y;Hayashi K;Mukai K;Ikeda S;Tobinai K;Saito H;Shimoyama M;,1991,Jpn J Cancer Res,82,1421,1427,0001778765,,,DNA/RNA,SSCP,direct,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,No
84,,p53 and Ki-ras gene mutations in epithelial ovarian neoplasms,Teneriello MG;Ebina M;Linnoila RI;Henry M;Nash JD;Park RC;Birrer MJ;,1993,Cancer Res,53,3103,3108,0008319218,,fixed,DNA,SSCP,cloned,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
86,,"Mutations of the P53 gene, including an intronic point mutation, in colorectal tumors",Ishioka C;Sato T;Gamoh M;Suzuki T;Shibata H;Kanamaru R;Wakui A;Yamazaki T;,1991,Biochem Biophys Res Commun,177,901,906,0001647768,,frozen,DNA,none,cloned,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
87,87,Wild-type p53 suppresses growth of human prostate cancer cells containing mutant p53 alleles,Isaacs WB;Carter BS;Ewing CM;,1991,Cancer Res,51,4716,4720,0001873816,"Added info from Ref 412 (DU-145, PC-3)",,DNA,none,direct/cloned,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
88,,Frequent allelic losses and mutations of the p53 gene in human ovarian cancer,Okamoto A;Sameshima Y;Yokoyama S;Terashima Y;Sugimura T;Terada M;Yokota J;,1991,Cancer Res,51,5171,5176,0001680546,,,DNA,SSCP,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No
89,,Genetic alterations of the p53 gene are a feature of malignant mesotheliomas (published erratum appears in Cancer Res 1991 Dec 1;51(23 Pt 1):6399),Cote RJ;Jhanwar SC;Novick S;Pellicer A;,1991,Cancer Res,51,5410,5416,0001913660,,frozen,RNA,none,direct,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
90,,Mutation in the TP53 gene in colorectal carcinoma detected by polymerase chain reaction,Han ES;Moyer MP;Naylor S;Sakaguchi AY;,1991,Genes Chromosomes Cancer,3,313,317,0001958596,,fresh,DNA,none,direct,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No
91,,Genetic basis for p53 overexpression in human breast cancer,Davidoff AM;Humphrey PA;Iglehart JD;Marks JR;,1991,Proc Natl Acad Sci U S A,88,5006,5010,0002052583,,frozen,RNA,none,direct,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,No
92,,Loss of heterozygosity on the short arm of chromosome 17 is associated with high proliferative capacity and DNA aneuploidy in primary human breast cancer,Chen LC;Neubauer A;Kurisu W;Waldman FM;Ljung BM;Goodson W;Goldman ES;Moore D;Balazs M;Liu E;,1991,Proc Natl Acad Sci U S A,88,3847,3851,0001673792,,frozen,DNA,none,direct,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
93,,Mutations in p53 as potential molecular markers for human breast cancer,Runnebaum IB;Nagarajan M;Bowman M;Soto D;Sukumar S;,1991,Proc Natl Acad Sci U S A,88,10657,10661,0001961733,,fresh,RNA,none,direct,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,No
94,,Mutations of the p53 gene in lymphoid leukemia,Sugimoto K;Toyoshima H;Sakai R;Miyagawa K;Hagiwara K;Hirai H;Ishikawa F;Takaku F;,1991,Blood,77,1153,1156,0001705829,,,RNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
95,,Mutation of the p53 gene in human soft tissue sarcomas: association with abnormalities of the RB1 gene,Stratton MR;Moss S;Warren W;Patterson H;Clark J;Fisher C;Fletcher CD;Ball A;Thomas M;Gusterson BA;,1990,Oncogene,5,1297,1301,0002216456,"Add info from Bartek J, 1993 (SK-UT-1)",frozen,DNA,none,direct,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
96,18,Distinct pattern of p53 mutations in bladder cancer: relationship to tobacco usage (published erratum appears in Cancer Res 1993 May 15;53(10 Suppl):2427),Spruck CH;Rideout WM;Olumi AF;Ohneseit PF;Yang AS;Tsai YC;Nichols PW;Horn T;Hermann GG;Steven K;,1993,Cancer Res,53,1162,1166,0008439962,,frozen/fixed,DNA,SSCP,direct/cloned,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
97,,p53 mutations cluster at codon 249 in hepatitis B virus-positive hepatocellular carcinomas from China,Scorsone KA;Zhou YZ;Butel JS;Slagle BL;,1992,Cancer Res,52,1635,1638,0001311638,,frozen,DNA,Mismatch cleavage,cloned,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No
98,98,Genetic changes of both p53 alleles associated with the conversion from colorectal adenoma to early carcinoma in familial adenomatous polyposis and non-familial adenomatous polyposis patients,Kikuchi-Yanoshita R;Konishi M;Ito S;Seki M;Tanaka K;Maeda Y;Iino H;Fukayama M;Koike M;Mori T;,1992,Cancer Res,52,3965,3971,0001319835,Add info from ref 1730 and 1756,frozen,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
99,,Molecular and cytogenetic alterations in human pancreatic cancer: the role of tumor suppressor genes,Ruggeri B;Zhang SY;Klein-Szanto AJ;,1992,Prog Clin Biol Res,376,245,260,0001528921,,frozen,DNA,none,cloned,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
100,,p53 mutations in human lung tumors,Miller CW;Simon K;Aslo A;Kok K;Yokota J;Buys CH;Terada M;Koeffler HP;,1992,Cancer Res,52,1695,1698,0001312896,,frozen,DNA,none,direct,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
101,,Infrequent mutation of p53 gene in human renal cell carcinoma detected by polymerase chain reaction single-strand conformation polymorphism analysis,Suzuki Y;Tamura G;Satodate R;Fujioka T;,1992,Jpn J Cancer Res,83,233,235,0001582882,,frozen,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
102,,The status of the p53 gene in human papilloma virus positive or negative cervical carcinoma cell lines,Srivastava S;Tong YA;Devadas K;Zou ZQ;Chen Y;Pirollo KF;Chang EH;,1992,Carcinogenesis,13,1273,1275,0001322252,,,DNA,none,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
103,85,Spectrum of mutation and frequency of allelic deletion of the p53 gene in ovarian cancer,Kohler MF;Marks JR;Wiseman RW;Jacobs IJ;Davidoff AM;Clarke-Pearson DL;Soper JT;Bast RC;Berchuck A;,1993,J Natl Cancer Inst,85,1513,1519,0008360934,"See also ref 182, 226",frozen,RNA,none,direct,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,No
104,,Infrequent involvement of p53 gene mutations in the tumourigenesis of Japanese prostate cancer,Uchida T;Wada C;Shitara T;Egawa S;Koshiba K;,1993,Br J Cancer,68,751,755,0007691145,,,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
105,,Unique association of p53 mutations with undifferentiated but not with differentiated carcinomas of the thyroid gland,Ito T;Seyama T;Mizuno T;Tsuyama N;Hayashi T;Hayashi Y;Dohi K;Nakamura N;Akiyama M;,1992,Cancer Res,52,1369,1371,0001737400,,,DNA,none,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
106,,p53 and Kirsten-ras mutations in human mesothelioma cell lines,Metcalf RA;Welsh JA;Bennett WP;Seddon MB;Lehman TA;Pelin K;Linnainmaa K;Tammilehto L;Mattson K;Gerwin BI;,1992,Cancer Res,52,2610,2615,0001568228,"Added info from Pelin-Enlund K, 1990 and Popescu NC, 1988",,DNA,none,direct,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,No
107,,Abnormalities of the p53 tumour suppressor gene in human pancreatic cancer (published erratum appears in Br J Cancer 1992 Mar;65(3):485),Barton CM;Staddon SL;Hughes CM;Hall PA;O'Sullivan C;Kloppel G;Theis B;Russell RC;Neoptolemos J;Williamson RC;,1991,Br J Cancer,64,1076,1082,0001764370,,fixed,DNA,none,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
108,,p53 mutation is associated with progression in follicular lymphomas,Sander CA;Yano T;Clark HM;Harris C;Longo DL;Jaffe ES;Raffeld M;,1993,Blood,82,1994,2004,0008400252,,frozen,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
109,,A splicing mutation accounts for the lack of p53 gene expression in a CML blast crisis cell line: a novel mechanism of p53 gene inactivation,Foti A;Bar-Eli M;Ahuja HG;Cline MJ;,1990,Br J Haematol,76,143,145,0002223633,,,RNA,none,direct,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No
110,,Establishment of a new human pre-B acute lymphoblastic leukemia cell line (KMO-90) with 1;19 translocation carrying p53 gene alterations,Sotomatsu M;Hayashi Y;Kawamura M;Yugami S;Shitara T;,1993,Leukemia,7,1615,1620,0008412323,,,DNA,SSCP,direct,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,No
111,,Timing and role of p53 gene mutation in the recurrence of glioma,Hayashi Y;Yamashita J;Yamaguchi K;,1991,Biochem Biophys Res Commun,180,1145,1150,0001953716,,fixed,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
112,112,Mutations in the p53 gene in myelodysplastic syndromes,Jonveaux P;Fenaux P;Quiquandon I;Pignon JM;Lai JL;Loucheux-Lefebvre MH;Goossens M;Bauters F;Berger R;,1991,Oncogene,6,2243,2247,0001766671,Added info from ref 441; see also ref 418,,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
113,,Missense mutations and a deletion of the p53 gene in human gastric cancer,Matozaki T;Sakamoto C;Matsuda K;Suzuki T;Konda Y;Nakano O;Wada K;Uchida T;Nishisaki H;Nagao M;,1992,Biochem Biophys Res Commun,182,215,223,0001370612,,fresh,RNA,none,direct,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
114,,Mutations in the p53 tumor suppressor gene in human cutaneous squamous cell carcinomas,Pierceall WE;Mukhopadhyay T;Goldberg LH;Ananthaswamy HN;,1991,Mol Carcinog,4,445,449,0001793482,,fresh/frozen,DNA,SSCP,cloned,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
115,,Occurrence of Ki-ras and p53 mutations in primary colorectal tumors,Shaw P;Tardy S;Benito E;Obrador A;Costa J;,1991,Oncogene,6,2121,2128,0001945416,,frozen,DNA,none,cloned,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
116,,Allelic loss on chromosome 17p and p53 mutations in human endometrial carcinoma of the uterus,Okamoto A;Sameshima Y;Yamada Y;Teshima S;Terashima Y;Terada M;Yokota J;,1991,Cancer Res,51,5632,5635,0001913680,,frozen,DNA,SSCP,cloned,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,No
117,,Identification of intronic point mutations as an alternative mechanism for p53 inactivation in lung cancer,Takahashi T;D'Amico D;Chiba I;Buchhagen DL;Minna JD;,1990,J Clin Invest,86,363,369,0002164047,,,RNA,none,cloned,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
118,,p53 gene mutations in gastric cancer metastases and in gastric cancer cell lines derived from metastases,Yamada Y;Yoshida T;Hayashi K;Sekiya T;Yokota J;Hirohashi S;Nakatani K;Nakano H;Sugimura T;Terada M;,1991,Cancer Res,51,5800,5805,0001933850,,,DNA,SSCP,cloned,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,No
119,,Mutations of the p53 tumor suppressor gene in neoplasms of the human nervous system,Ohgaki H;Eibl RH;Schwab M;Reichel MB;Mariani L;Gehring M;Petersen I;Holl T;Wiestler OD;Kleihues P;,1993,Mol Carcinog,8,74,80,0008397797,,frozen/fixed,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
120,,Clonal expansion of p53 mutant cells is associated with brain tumour progression,Sidransky D;Mikkelsen T;Schwechheimer K;Rosenblum ML;Cavanee W;Vogelstein B;,1992,Nature,355,846,847,0001311419,,,DNA,none,cloned,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
121,,Alterations of the p53 gene are common and critical events for the maintenance of malignant phenotypes in small-cell lung carcinoma,Sameshima Y;Matsuno Y;Hirohashi S;Shimosato Y;Mizoguchi H;Sugimura T;Terada M;Yokota J;,1992,Oncogene,7,451,457,0001312700,,fresh,DNA,SSCP,direct,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,No
122,,Accumulation of p53 tumor suppressor gene protein: an independent marker of prognosis in breast cancers,Thor AD;Moore DH;Edgerton SM;Kawasaki ES;Reihsaus E;Lynch HT;Marcus JN;Schwartz L;Chen LC;Mayall BH;,1992,J Natl Cancer Inst,84,845,855,0001317462,,frozen,DNA,none,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
123,,Turcot's syndrome of glioma and polyposis occurs in the absence of germ line mutations of exons 5 to 9 of the p53 gene,Kikuchi T;Rempel SA;Rutz HP;de Tribolet N;Mulligan L;Cavenee WK;Jothy S;Leduy L;Van Meir EG;,1993,Cancer Res,53,957,961,0008439970,,fixed,DNA,none,cloned,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
124,,Aberrations of the p53 tumor suppressor gene in human non-small cell carcinomas of the lung,Kishimoto Y;Murakami Y;Shiraishi M;Hayashi K;Sekiya T;,1992,Cancer Res,52,4799,4804,0001324794,,,DNA,SSCP,direct,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,No
125,,Absence of p53 gene mutations in primary nasopharyngeal carcinomas,Spruck CH;Tsai YC;Huang DP;Yang AS;Rideout WM;Gonzalez-Zulueta M;Choi P;Lo KW;Yu MC;Jones PA;,1992,Cancer Res,52,4787,4790,0001511442,,frozen,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
126,,p53 mutations in basal cell carcinomas,Rady P;Scinicariello F;Wagner RF;Tyring SK;,1992,Cancer Res,52,3804,3806,0001617650,,frozen,DNA,none,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
127,,p53 Mutations in human hepatocellular carcinomas from Germany,Kress S;Jahn UR;Buchmann A;Bannasch P;Schwarz M;,1992,Cancer Res,52,3220,3223,0001317262,,,DNA,SSCP,direct,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
128,,Most human squamous cell carcinomas in the oral cavity contain mutated p53 tumor-suppressor genes,Sakai E;Tsuchida N;,1992,Oncogene,7,927,933,0001570156,,frozen,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
129,,Analysis of the p53 gene in human uterine carcinoma cell lines,Yaginuma Y;Westphal H;,1991,Cancer Res,51,6506,6509,0001660340,,,RNA,none,cloned,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,No
130,25,p53 mutations in breast cancer,Coles C;Condie A;Chetty U;Steel CM;Evans HJ;Prosser J;,1992,Cancer Res,52,5291,5298,0001394133,,,DNA,none,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
131,,"Papillomaviruses, p53, and cervical cancer (letter) (published erratum appears in Lancet 1992 Aug 1;340(8814):318)",Borresen AL;Helland A;Nesland J;Holm R;Trope C;Kaern J;,1992,Lancet,339,1350,1351,0001350005,,,DNA,CDGE,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
132,,p53 mutation and protein accumulation during multistage human esophageal carcinogenesis,Bennett WP;Hollstein MC;Metcalf RA;Welsh JA;He A;Zhu SM;Kusters I;Resau JH;Trump BF;Lane DP;,1992,Cancer Res,52,6092,6097,0001394236,,fixed,DNA,none,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
133,,p53 mutation is a common genetic event in ovarian carcinoma,Milner BJ;Allan LA;Eccles DM;Kitchener HC;Leonard RC;Kelly KF;Parkin DE;Haites NE;,1993,Cancer Res,53,2128,2132,0008481915,,frozen,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
134,134,p53 gene mutations in gastric adenomas,Tohdo H;Yokozaki H;Haruma K;Kajiyama G;Tahara E;,1993,Virchows Arch B Cell Pathol Incl Mol Pathol,63,191,195,0008097076,,frozen,DNA,SSCP,cloned,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
135,,p53 mutations are associated with histologic transformation of follicular lymphoma,Lo CF;Gaidano G;Louie DC;Offit K;Chaganti RS;Dalla-Favera R;,1993,Blood,82,2289,2295,0008400281,,,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
136,,Mutation and expression of the p53 gene in malignant melanoma cell lines,Weiss J;Schwechheimer K;Cavenee WK;Herlyn M;Arden KC;,1993,Int J Cancer,54,693,699,0008514460,,,DNA,none,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
137,,p53 mutations in phenacetin-associated human urothelial carcinomas,Petersen I;Ohgaki H;Ludeke BI;Kleihues P;,1993,Carcinogenesis,14,2119,2122,0008222064,,,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
138,,Tumor-suppressor p53 gene in hepatitis C and B virus-associated human hepatocellular carcinoma,Shieh YS;Nguyen C;Vocal MV;Chu HW;,1993,Int J Cancer,54,558,562,0008390407,,frozen,DNA,none,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
139,,Correlation of p53 mutations with epidermal growth factor receptor overexpression and absence of mdm2 amplification in human esophageal carcinomas,Esteve A;Lehman T;Jiang W;Weinstein IB;Harris CC;Ruol A;Peracchia A;Montesano R;Hollstein M;,1993,Mol Carcinog,8,306,311,0008280379,,fixed,DNA,none,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
140,,p53 mutations and aflatoxin B1 exposure in hepatocellular carcinoma patients from Thailand,Hollstein MC;Wild CP;Bleicher F;Chutimataewin S;Harris CC;Srivatanakul P;Montesano R;,1993,Int J Cancer,53,51,55,0008380058,,fixed,DNA,none,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
141,,Mutational spectrum of the p53 gene in human small-cell lung cancer and relationship to clinicopathological data,Lohmann D;Putz B;Reich U;Bohm J;Prauer H;Hofler H;,1993,Am J Pathol,142,907,915,0008384408,,fixed,DNA,none,direct,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
142,,Discordant p53 gene mutations in primary head and neck cancers and corresponding second primary cancers of the upper aerodigestive tract,Chung KY;Mukhopadhyay T;Kim J;Casson A;Ro JY;Goepfert H;Hong WK;Roth JA;,1993,Cancer Res,53,1676,1683,0008453641,,fixed,DNA,SSCP,cloned,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
143,143,p53 protein accumulation and gene mutation in the progression of human prostate carcinoma,Navone NM;Troncoso P;Pisters LL;Goodrow TL;Palmer JL;Nichols WW;von Eschenbach AC;Conti CJ;,1993,J Natl Cancer Inst,85,1657,1669,0007692074,See ref 1169,fixed,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
145,,Mutations of the p53 gene are involved in Ewing's sarcomas but not in neuroblastomas,Komuro H;Hayashi Y;Kawamura M;Hayashi K;Kaneko Y;Kamoshita S;Hanada R;Yamamoto K;Hongo T;Yamada M;,1993,Cancer Res,53,5284,5288,0008221663,,,RNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
146,,Increased expression and mutation of p53 in choroidal melanoma,Tobal K;Warren W;Cooper CS;McCartney A;Hungerford J;Lightman S;,1992,Br J Cancer,66,900,904,0001419633,,frozen,DNA,none,direct,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
147,,Mutation of p53 gene in hepatocellular carcinoma in Taiwan,Sheu JC;Huang GT;Lee PH;Chung JC;Chou HC;Lai MY;Wang JT;Lee HS;Shih LN;Yang PM;,1992,Cancer Res,52,6098,6100,0001327523,,,RNA,none,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
148,,Timing of p53 mutations during astrocytoma tumorigenesis,del Arco A;Garcia J;Arribas C;Barrio R;Blazquez MG;Izquierdo JM;Izquierdo M;,1993,Hum Mol Genet,2,1687,1690,0008268922,,frozen,DNA,SSCP,cloned,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
149,,Role of p53 mutations in endocrine tumorigenesis: mutation detection by polymerase chain reaction-single strand conformation polymorphism,Yoshimoto K;Iwahana H;Fukuda A;Sano T;Saito S;Itakura M;,1992,Cancer Res,52,5061,5064,0001516062,,fixed,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,No
150,2192,p53 mutations occur in aggressive breast cancer,Mazars R;Spinardi L;BenCheikh M;Simony-Lafontaine J;Jeanteur P;Theillet C;,1992,Cancer Res,52,3918,3923,0001617667,,frozen,DNA,SSCP,direct,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
151,,p53 gene mutations in human gastric cancer: wild-type p53 but not mutant p53 suppresses growth of human gastric cancer cells,Matozaki T;Sakamoto C;Suzuki T;Matsuda K;Uchida T;Nakano O;Wada K;Nishisaki H;Konda Y;Nagao M;,1992,Cancer Res,52,4335,4341,0001322785,,frozen,RNA,none,direct,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
152,,Occurrence of p53 gene deletions and human papilloma virus infection in human head and neck cancer,Brachman DG;Graves D;Vokes E;Beckett M;Haraf D;Montag A;Dunphy E;Mick R;Yandell D;Weichselbaum RR;,1992,Cancer Res,52,4832,4836,0001324797,,frozen,DNA,SSCP,direct,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,No
153,,p53 mutations are associated with 17p allelic loss in grade II and grade III astrocytoma,von Deimling A;Eibl RH;Ohgaki H;Louis DN;von Ammon K;Petersen I;Kleihues P;Chung RY;Wiestler OD;Seizinger BR;,1992,Cancer Res,52,2987,2990,0001349850,,,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
154,154,Alterations of the p53 gene in human primary cervical carcinoma with and without human papillomavirus infection,Fujita M;Inoue M;Tanizawa O;Iwamoto S;Enomoto T;,1992,Cancer Res,52,5323,5328,0001327506,Add info in ref 424,frozen,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
